name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2
2025-26 High School English Language Arts Teacher-West High,Morristown West High,470000101936,Hamblen County,Language Arts,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High']
2025-26 Physical Education Teacher (Assistant Football Coach Preferred)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Health & Physical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High']
2025-26 Foreign Language Teacher (French Preferred)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Foreign Language: French,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High']
High School Social Studies Teacher-West High,Morristown West High,470000101936,Hamblen County,Social Studies,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High']
2025-26 Art Teacher (Visual Arts)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Visual Arts,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High']
Special Education Teacher,Lake City Middle School,470009000015,Anderson County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle']
8th Grade ELA Teacher,Lake City Middle School,470009000015,Anderson County,Language Arts,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle']
8th Grade Math Teacher,Lake City Middle School,470009000015,Anderson County,Mathematics,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle']
6th Grade Math Teacher,Lake City Middle School,470009000015,Anderson County,Mathematics,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle']
Vision Teacher - Half Time,,,Anderson County,Special Education (General),District,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,,,,,,,
Teacher of the Gifted,,,Collierville,Gifted Education,District,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,,,,,,,
Special Education Teacher,Schilling Farms Elementary School,470014902515,Collierville,Special Education (Comprehensive),School,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,Collierville,935 S. Colbert St,38017,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,597.0,['Elementary']
Elementary Education Teacher,,,Collierville,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,,,,,,,
Speech-Language Pathologist- 25-26 School Year (2 Positions),,,Bartlett,Special Education (General),District,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,,,,,,,
10 Month Salaried - Teacher (K-4),Lakeland Elementary School,470015401547,Lakeland,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,Lakeland,10050 Oak Seed Ln,38002,"['1', '2', '3', '4', 'KG', 'PK']",Public,1038.0,['Elementary']
10 Month Salaried - Teacher,Lakeland Elementary School,470015401547,Lakeland,Other,School,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,Lakeland,10050 Oak Seed Ln,38002,"['1', '2', '3', '4', 'KG', 'PK']",Public,1038.0,['Elementary']
10 Month PT - Homebound Teacher (PT),,,Lakeland,Special Education (Comprehensive),District,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,,,,,,,
Teacher - Elementary -(K - 5th Grade) (2025/2026) - Certified Employee Application (Teacher) - Learning Way Elem.,Learning Way Elementary,470018002222,Bedford County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,200 Learning Way Dr,37160,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,675.0,['Elementary']
Special Education - Teacher - (Pre-K) - Certified Employee Application (Teacher) - Learning Way,Learning Way Elementary,470018002222,Bedford County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,200 Learning Way Dr,37160,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,675.0,['Elementary']
Cleveland High ESL Teacher,Cleveland High,470069000265,Cleveland,English as a Second Language (ESL),School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High']
Cleveland High School Special Education Teacher,Cleveland High,470069000265,Cleveland,Special Education (Comprehensive),School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High']
Cleveland City Schools Speech Language Pathologist,,,Cleveland,Special Education (Comprehensive),District,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,,,,,,,
CHS World Languages Teacher (Spanish),,,Cleveland,Foreign Language: Spanish,District,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,,,,,,,
Cleveland High School Social Studies Teacher,Cleveland High,470069000265,Cleveland,Social Studies,School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High']
HS Mathematics Teacher 9-12,,,Cocke County,Mathematics,District,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,,,,,,,
Algebra 2 Teacher Cosby High School,Cosby High School,470075001392,Cocke County,Mathematics,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Cosby,3318 Cosby Hwy,37722,"['10', '11', '12', '9']",Public,326.0,['High']
Speech Language Pathologist (South Gibson County Elementary School) 2025-2026 School Year,South Gibson County Elementary School,470140000417,Gibson Co Sp Dist,Special Education (General),School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Medina,100 Mt Zion Rd,38355,"['1', '2', '3', '4', 'KG', 'PK']",Public,907.0,['Elementary']
Elementary Teacher 2025-2026 School Year (South Gibson County Elementary School),South Gibson County Elementary School,470140000417,Gibson Co Sp Dist,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Medina,100 Mt Zion Rd,38355,"['1', '2', '3', '4', 'KG', 'PK']",Public,907.0,['Elementary']
Middle School Career Exploration Teacher (Dyer School) 2025-2026 School Year,,,Gibson Co Sp Dist,Career and Technical Education,District,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,,,,,,,
Teacher - Exceptional Education - LEAD (2025/2026 School Year),,,Grundy County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,
Middle School Math: 2025/2026 School Year,,,Grundy County,Mathematics,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,
Teacher 6-8  for the 2025/2026 school year,,,Grundy County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,
Art Teacher  (Elementary) 2025/2026 school year,,,Grundy County,Visual Arts,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,
Teacher PreK-5  for the 2025/2026 school year,,,Grundy County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,
3rd and 4th grade Teacher (POOL POSTING),East Side Elementary,470177000595,Haywood County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1315 East Jefferson,38012,"['3', '4']",Public,388.0,['Elementary']
Special Education Teacher - 4th grade Inclusion,East Side Elementary,470177000595,Haywood County,Special Education (General),School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1315 East Jefferson,38012,"['3', '4']",Public,388.0,['Elementary']
1st and 2nd grade Teacher (POOL POSTING),,,Haywood County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,,,,,,,
Certified - 2025-2026 Potential Middle School Teach,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,
Certified - 2025-2026 Potential Sp. Education Teach,,,Henry County,Special Education (General),District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,
Certified - 2025-2026 Potential Elementary Teacher,,,Henry County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,
Certified - Special Education Teacher,Dorothy And Noble Harrelson School,470183002063,Henry County,Special Education (General),School,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,Puryear,143 Puryear Country Club Rd,38251,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,448.0,"['Elementary', 'Middle']"
Certified - 2025-2026 Speech and Language Pathologis,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,
Certified - 2025-2026 Potential High School Teacher,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,
2025-2026 Adjunct Spanish Instructor at Jefferson County Virtual Academy,Jefferson Virtual Academy,470210002656,Jefferson County,Foreign Language: Spanish,School,,Strawberry Plains,3081 West Old AJ Hwy,37871,"['10', '11', '12', '5', '6', '7', '8', '9']",Public,68.0,"['Middle', 'High']"
2025-2026 Certified Science Teacher at Jefferson County High School,,,Jefferson County,Science,District,,,,,,,,
TCHR SPED SEC SA  25/26SY,Richard Yoakley School,470222000314,Knox County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4415 Washington Pike,37917,"['10', '11', '12', '6', '7', '8', '9']",Public,106.0,"['Middle', 'High']"
TCHR ELL  SUPPLY 7/31/25 THROUGH 10/28/25,,,Knox County,English as a Second Language (ESL),District,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,,,,,,,
TCHR SCIENCE 8  25/26SY,Karns Middle School,470222000749,Knox County,Science,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,2925 Gray Hendrix Rd,37931,"['6', '7', '8']",Public,950.0,['Middle']
TCHR CHORAL MUSIC MS  SUPPLY 4/7/25 THROUGH 5/5/25,Powell Middle School,470222000756,Knox County,Music: Choral,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Powell,3329 West Emory Rd,37849,"['6', '7', '8']",Public,822.0,['Middle']
TCHR LANG ARTS 8  25/26SY,Vine Middle Magney School,470222000820,Knox County,Language Arts,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,1807 Martin Luther King Jr Ave,37915,"['6', '7', '8']",Public,440.0,['Middle']
TCHR SPED PRE-K  25/26SY,Cedar Bluff Preschool,470222010480,Knox County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,709 N. Cedar Bluff RD,37923,['PK'],Public,,[]
Theater/Drama Teacher - Middle School,,,Lebanon,Theater,District,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,,,,,,,
Art Teacher,Walter J. Baird Middle School,470237000867,Lebanon,Visual Arts,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,131 W J B Pride Ln,37087,"['6', '7', '8']",Public,656.0,['Middle']
Middle School Teacher (Multiple Positions Available),Walter J. Baird Middle School,470237000867,Lebanon,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,131 W J B Pride Ln,37087,"['6', '7', '8']",Public,656.0,['Middle']
Teacher Pool,,,Lebanon,Other,District,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,,,,,,,
Special Education Teacher - Inclusion,,,Lebanon,Special Education (General),District,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,,,,,,,
TEACHER - SOCIAL STUDIES TEACHER,,,Lenoir City,Social Studies,District,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,,,,,,,
TEACHER - PHYSICAL EDUCATION TEACHER,,,Lenoir City,Health & Physical Education,District,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,,,,,,,
TEACHER - 4th-8th GRADE CLASSROOM TEACHEER,,,Lenoir City,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,,,,,,,
TEACHER - ESL TEACHER,,,Lenoir City,English as a Second Language (ESL),District,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,,,,,,,
TEACHER - K-3RD GRADE CLASSROOM TEACHER,,,Lenoir City,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,,,,,,,
25/26 School Year: CTE Agriculture Teacher,Mt Pleasant High School,470276000974,Maury County,Career and Technical Education,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt Pleasant,600 North Greenwood Ave,38474,"['10', '11', '12', '9']",Public,428.0,['High']
25/26 School Year: English Language Arts Teacher,Mt Pleasant High School,470276000974,Maury County,Language Arts,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt Pleasant,600 North Greenwood Ave,38474,"['10', '11', '12', '9']",Public,428.0,['High']
25/26 School Year: CTE Middle School Career Exploration Teacher,Spring Hill Middle School,470276002227,Maury County,Career and Technical Education,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,3501 Cleburne Rd,37174,"['5', '6', '7', '8']",Public,524.0,['Middle']
25/26 School Year: Middle School Teacher,,,Maury County,Other,District,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,,,,,,,
Preschool Art Teacher-SBELC-*Position available August 2025* (10826),,,Clarksville-Montgomery,Visual Arts,District,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,,,,,,,
Pre-K Teacher-SBELC-*Position available January 2025* (10450),,,Clarksville-Montgomery,Early Childhood,District,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,,,,,,,
Pre-K Teacher-SBELC-*Position available August 2025* (10544),,,Clarksville-Montgomery,Early Childhood,District,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,,,,,,,
"Developmental Pre-K-SBELC-**Position is eligible for $5,000 sign on bonus. ***Position available November 2024* (10335)",,,Clarksville-Montgomery,Special Education (General),District,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,,,,,,,
4th Grade Teacher at Northfield (25-26),Northfield Elementary,470315001975,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,550 W Northfield Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,727.0,['Elementary']
1st Grade Teacher at Northfield (25-26),Northfield Elementary,470315001975,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,550 W Northfield Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,727.0,['Elementary']
MIDDLE SCHOOL TEACHER - SPED CDC TEACHER,Algood Middle School,470348001901,Putnam County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Cookeville,540 Dry Valley Rd,38506,"['5', '6', '7', '8']",Public,757.0,['Middle']
SYSTE WIDE - SPED - SPEECH/HEARING SPECIALIST,,,Putnam County,Special Education (General),District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
MIDDLE SCHOOL TEACHER - MIDDLE SCHOOL TEACHER,,,Putnam County,Other,District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
ELEMENTARY CLASSROOM TEACHERS - ELEMENTARY TEACHER,,,Putnam County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
ELEMENTARY TEACHERS - GRADE 3,Prescott South Elementary,470348002226,Putnam County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Cookeville,115 W. Cemetery Rd,38506,"['1', '2', '3', '4', 'KG', 'PK']",Public,558.0,['Elementary']
ELEMENTARY TEACHERS - GRADE 4,Prescott South Elementary,470348002226,Putnam County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Cookeville,115 W. Cemetery Rd,38506,"['1', '2', '3', '4', 'KG', 'PK']",Public,558.0,['Elementary']
Middle and/or High School Science Teacher at Midtown Education Center,Midtown Educational Center,470359001488,Roane County,Science,School,https://www.roaneschools.com/page/salary-tables,Harriman,3096 Roane State Hwy,37748,"['10', '11', '12', '6', '7', '8', '9']",Public,45.0,"['Middle', 'High']"
Middle and/or High School Math Teacher at Midtown Education Center,Midtown Educational Center,470359001488,Roane County,Mathematics,School,https://www.roaneschools.com/page/salary-tables,Harriman,3096 Roane State Hwy,37748,"['10', '11', '12', '6', '7', '8', '9']",Public,45.0,"['Middle', 'High']"
Potential Middle School Math Teacher - 25/26 School Year,,,Roane County,Mathematics,District,https://www.roaneschools.com/page/salary-tables,,,,,,,
Interim ESL Teacher (11/11/2024 through the end of the school year),,,Roane County,English as a Second Language (ESL),District,https://www.roaneschools.com/page/salary-tables,,,,,,,
Potential High School Math Teacher,,,Roane County,Mathematics,District,https://www.roaneschools.com/page/salary-tables,,,,,,,
CERT- INTERIM HIGH SCHOOL TEACHER- MATH 2024-2025 SY,Hendersonville High School,470402001662,Sumner County,Mathematics,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,123 Cherokee Rd,37075,"['10', '11', '12', '9']",Public,1537.0,['High']
CERT-  INTERIM HIGH SCHOOL TEACHER- ELA 2024-2025 SY,Hendersonville High School,470402001662,Sumner County,Language Arts,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,123 Cherokee Rd,37075,"['10', '11', '12', '9']",Public,1537.0,['High']
