school_x,nces_id,city,address,zip,district,grades,school_type,student_count,salary_link,school_type2
LaVergne Middle School,470369002072,La Vergne,382 Stone River Rd,37086,Rutherford County,"['6', '7', '8']",Public,1091.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
Stewarts Creek Elementary School,470369002110,Smyrna,200 Red Hawk Pkwy,37167,Rutherford County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1256.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Elementary']
Stewarts Creek Middle School,470369002111,Smyrna,400 Red Hawk Pkwy,37167,Rutherford County,"['6', '7', '8']",Public,991.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
LaVergne Lake Elementary School,470369002134,LaVergne,201 David's Way,37086,Rutherford County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,858.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Elementary']
Rockvale Middle School,470369002145,Rockvale,6543 Hwy 99,37153,Rutherford County,"['6', '7', '8']",Public,1383.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
Brown's Chapel Elementary School,470369002212,Murfreesboro,6128 Baker Rd,37129,Rutherford County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,842.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Elementary']
Central Magnet School,470369002247,Murfreesboro,701 East Main St,37130,Rutherford County,"['10', '11', '12', '6', '7', '8', '9']",Public,1210.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,"['Middle', 'High']"
Oakland Middle School,470369002251,Murfreesboro,853 DeJarnette Ln,37130,Rutherford County,"['6', '7', '8']",Public,1103.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
Whitworth-Buchanan Middle School,470369002253,Murfreesboro,555 Manchester Hwy,37127,Rutherford County,"['6', '7', '8']",Public,759.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
Stewarts Creek High School,470369002318,Smyrna,301 Red Hawk Pkwy,37167,Rutherford County,"['10', '11', '12', '9']",Public,2391.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['High']
Rocky Fork Middle School,470369002480,Smyrna,100 Thunderstorm Ln,37167,Rutherford County,"['6', '7', '8']",Public,783.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Middle']
Rockvale High School,470369002580,Rockvale,6545 Highway 99,37153,Rutherford County,"['10', '11', '12', '9']",Public,2292.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['High']
Rocky Fork Elementary School,470369002584,Smyrna,200 Thunderstorm Ln,37167,Rutherford County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,960.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Elementary']
Rutherford County Virtual School,470369002627,Smyrna,1098 Espey Dr,37167,Rutherford County,"['10', '11', '12', '3', '4', '5', '6', '7', '8', '9']",Public,353.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,"['Elementary', 'Middle', 'High']"
Plainview Elementary School,470369002670,Christiana,7182 Otter Pond Way,37037,Rutherford County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,534.0,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,['Elementary']
Burchfield Elementary,470372001533,Oneida,,,,,,,,
Huntsville Elementary,470372001535,Huntsville,,,,,,,,
Robbins Elementary,470372001538,Robbins,,,,,,,,
Scott High School,470372001539,Huntsville,,,,,,,,
Huntsville Middle School,470372001540,Huntsville,,,,,,,,
Winfield Elementary,470372001541,Winfield,,,,,,,,
Fairview Elementary,470372001965,Huntsville,8702 Baker Hwy,37756,Scott County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,261.0,https://drive.google.com/file/d/1jnkBP0xShlCIV0edPFYi99Uo0RTXn5FT/view,"['Elementary', 'Middle']"
Griffith Elementary,470375001542,Dunlap,,,,,,,,
Sequatchie County High School,470375001544,Dunlap,,,,,,,,
Sequatchie County Middle School,470375001546,Dunlap,7079 State Route 28,37327,Sequatchie County,"['5', '6', '7', '8']",Public,622.0,,['Middle']
Northview Intermediate School,470378000968,Kodak,,,,,,,,
Seymour Intermediate,470378000971,Seymour,,,,,,,,
Parkway Academy,470378001131,Sevierville,,,,,,,,
Pigeon Forge High School,470378001133,Pigeon Forge,,,,,,,,
Catons Chapel Elementary,470378001548,Sevierville,,,,,,,,
Gatlinburg Pittman High,470378001549,Gatlinburg,,,,,,,,
Jones Cove Elementary,470378001550,Cosby,,,,,,,,
New Center Elementary,470378001551,Sevierville,,,,,,,,
Northview Primary,470378001552,Kodak,,,,,,,,
Pi Beta Phi Elementary,470378001554,Gatlinburg,,,,,,,,
Pigeon Forge Junior High School,470378001555,Pigeon Forge,,,,,,,,
Pittman Center Elementary,470378001556,Gatlinburg,,,,,,,,
Sevier County High School,470378001557,Sevierville,,,,,,,,
Sevierville Primary,470378001559,Sevierville,,,,,,,,
Seymour Primary,470378001561,Seymour,,,,,,,,
Seymour High School,470378001562,Seymour,,,,,,,,
T Lawson Early Childhood Education Center,470378001563,Sevierville,,,,,,,,
Wearwood Elementary,470378001564,Sevierville,,,,,,,,
Pigeon Forge Primary,470378001966,Sevierville,,,,,,,,
Seymour Junior High,470378001967,Seymour,,,,,,,,
Sevierville Intermediate,470378002016,Sevierville,,,,,,,,
Boyds Creek Elementary School,470378002074,Sevierville,,,,,,,,
Catlettsburg Elementary School,470378002143,Sevierville,,,,,,,,
Douglas Dam Head Start,470378002181,Sevierville,,,,,,,,
Gary Hardin Academy,470378002215,Sevierville,,,,,,,,
Northview Senior Academy,470378002336,Kodak,,,,,,,,
Northview Junior Academy,470378002438,Kodak,,,,,,,,
Gatlinburg Pittman Junior High,470378002628,Gatlinburg,,,,,,,,
Pigeon Forge Intermediate,470378002629,PIGEON FORGE,,,,,,,,
Greenbrier Alternative Learning Center,470378010389,Sevierville,,,,,,,,
Whites Adult High School,470378010397,Sevierville,,,,,,,,
Sevier County Junior High,470378010489,Sevierville,,,,,,,,
Sevierville Elementary,470378010490,Sevierville,,,,,,,,
Carthage Elementary,470387001596,Carthage,,,,,,,,
Defeated Elementary,470387001598,Carthage,,,,,,,,
Forks River Elementary,470387001599,Elmwood,,,,,,,,
Gordonsville Elementary School,470387001601,Gordonsville,,,,,,,,
New Middleton Elementary,470387001602,Gordonsville,,,,,,,,
Smith County High School,470387001604,Carthage,,,,,,,,
Union Heights Elementary,470387001607,Carthage,,,,,,,,
Smith County Middle School,470387001942,Carthage,134 Smith County Middle School Ln,37030,Smith County,"['5', '6', '7', '8']",Public,327.0,https://drive.google.com/file/d/1DOMng6n7zf-oLXH6WkSWuVvvYZiIxM_3/view,['Middle']
Gordonsville High School,470387002047,Gordonsville,,,,,,,,
Clarksburg School,470390000064,Clarksburg,,,,,,,,
Dover Elementary,470396001610,Dover,,,,,,,,
North Stewart Elementary,470396001611,Big Rock,,,,,,,,
Stewart Co High School,470396001612,Dover,,,,,,,,
Stewart County Middle School,470396002091,Dover,,,,,,,,
Stewart County Adult High School,470396002093,Dover,,,,,,,,
Highland Rim Head Start,470396002182,Big Rock,,,,,,,,
Bluff City Elementary,470399001619,Bluff City,,,,,,,,
Central Heights Elementary,470399001623,Blountville,,,,,,,,
Sullivan East High School,470399001630,Bluff City,,,,,,,,
Emmett Elementary,470399001631,Bristol,,,,,,,,
Holston Elementary,470399001634,Blountville,,,,,,,,
Indian Springs Elementary,470399001638,Kingsport,,,,,,,,
Mary Hughes School,470399001645,Piney Flats,,,,,,,,
Miller Perry Elementary,470399001646,Kingsport,,,,,,,,
Rock Springs Elementary,470399001648,Kingsport,,,,,,,,
Sullivan Gardens Elementary,470399001649,Kingsport,,,,,,,,
Ketron Elementary School,470399002301,Kingsport,,,,,,,,
Innovation Academy,470399002344,Blountville,,,,,,,,
Sullivan East Middle School,470399002604,Bluff City,,,,,,,,
Sullivan County Virtual Learning Academy,470399002677,Blountville,,,,,,,,
Sullivan Central Middle School,470399002678,Blountville,,,,,,,,
Sullivan Heights Middle School,470399002679,Kingsport,,,,,,,,
West Ridge High School,470399002680,Blountville,,,,,,,,
Robert E Ellis Middle,470402000408,Hendersonville,,,,,,,,
E B Wilson High School,470402000863,Gallatin,,,,,,,,
J W Wiseman Elementary,470402000975,Portland,,,,,,,,
Madison Creek Elementary,470402000978,Goodlettsville,1040 Madison Creek Rd,37072,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,621.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Jack Anderson Elementary,470402001179,Hendersonville,,,,,,,,
Joe Shafer Middle School,470402001213,Gallatin,240 Albert Gallatin Blvd,37066,Sumner County,"['6', '7', '8']",Public,666.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Vena Stuart Elementary,470402001215,Gallatin,,,,,,,,
R T Fisher Alternative,470402001225,Gallatin,455 North Boyers,37066,Sumner County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,122.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,"['Elementary', 'Middle', 'High']"
Beech Elementary,470402001656,Hendersonville,,,,,,,,
Bethpage Elementary,470402001657,Bethpage,,,,,,,,
Gallatin Senior High School,470402001659,Gallatin,700 Dan P. Herron Dr,37066,Sumner County,"['10', '11', '12', '9']",Public,1659.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
Guild Elementary,470402001660,Gallatin,1018 South Water St,37066,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,625.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Gene W. Brown Elementary,470402001661,Hendersonville,,,,,,,,
Hendersonville High School,470402001662,Hendersonville,123 Cherokee Rd,37075,Sumner County,"['10', '11', '12', '9']",Public,1537.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
Howard Elementary,470402001663,Gallatin,,,,,,,,
T. W. Hunter Middle School,470402001664,Hendersonville,2101 New Hope Rd,37075,Sumner County,"['6', '7', '8']",Public,551.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Merrol Hyde Magnet School,470402001665,Hendersonville,128 Township Dr,37075,Sumner County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,668.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,"['Elementary', 'Middle', 'High']"
Lakeside Park Elementary,470402001666,Hendersonville,204 Dolphus Dr,37075,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,334.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Millersville Elementary,470402001667,Goodlettsville,1248 Louisville Hwy,37072,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,295.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Nannie Berry Elementary,470402001668,Hendersonville,138 Indian Lake Rd,37075,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,507.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
North Sumner Elementary,470402001670,Bethpage,1485 North Sumner Rd,37022,Sumner County,"['1', '2', '3', '4', '5', 'KG']",Public,240.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Oakmont Elementary,470402001671,Cottontown,,,,,,,,
Portland High School,470402001672,Portland,,,,,,,,
Portland East Middle School,470402001673,Portland,,,,,,,,
Clyde Riggs Elementary,470402001674,Portland,,,,,,,,
Union Elementary School,470402001676,Gallatin,,,,,,,,
Rucker Stewart Middle,470402001677,Gallatin,350 Hancock St,37066,Sumner County,"['6', '7', '8']",Public,661.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
V G Hawkins Middle School,470402001678,Hendersonville,,,,,,,,
Walton Ferry Elementary,470402001680,Hendersonville,732 Walton Ferry Rd,37075,Sumner County,"['1', '2', '3', '4', '5', 'KG']",Public,410.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
George A Whitten Elementary,470402001681,Hendersonville,,,,,,,,
Westmoreland Elementary,470402001682,Westmoreland,4178 Hawkins Dr,37186,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,525.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Westmoreland High School,470402001683,Westmoreland,4300 Hawkins Dr,37186,Sumner County,"['10', '11', '12', '9']",Public,526.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
White House High School,470402001684,White House,508 Tyree Springs Rd,37188,Sumner County,"['10', '11', '12', '9']",Public,824.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
White House Middle School,470402001685,White House,2020 Highway 31 West,37188,Sumner County,"['5', '6', '7', '8']",Public,758.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Indian Lake Elementary,470402001864,Hendersonville,505 Indian Lake Rd,37075,Sumner County,"['1', '2', '3', '4', '5', 'KG']",Public,501.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Watt Hardison Elementary,470402001865,Portland,300 Gibson St,37148,Sumner County,"['1', '2', '3', '4', '5', 'KG']",Public,445.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Beech Sr High School,470402001891,Hendersonville,3126 Long Hollow Pike,37075,Sumner County,"['10', '11', '12', '9']",Public,1475.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
Station Camp High School,470402001943,Gallatin,1040 Bison Trail,37066,Sumner County,"['10', '11', '12', '9']",Public,1110.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
Benny C. Bills Elementary School,470402001944,Gallatin,1030 Union School Rd,37066,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,713.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Harold B. Williams Elementary School,470402001945,White House,115 South Palmer Chapel Rd,37188,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,694.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Westmoreland Middle School,470402001989,Westmoreland,,,,,,,,
Station Camp Middle School,470402002048,Gallatin,281 Big Station Camp Blvd,37066,Sumner County,"['6', '7', '8']",Public,861.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Station Camp Elementary,470402002155,Gallatin,1020 Bison Trail,37066,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Knox Doss Middle School at Drakes Creek,470402002203,Hendersonville,1338 Drakes Creek Rd,37075,Sumner County,"['6', '7', '8']",Public,597.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Portland West Middle School,470402002205,Portland,,,,,,,,
Portland Gateview Elementary School,470402002219,Portland,1098 Gateview Dr,37148,Sumner County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,577.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Elementary']
Sumner County Middle College High School,470402002408,Gallatin,,,,,,,,
Dr. William Burrus Elementary at Drakes Creek,470402002427,Hendersonville,,,,,,,,
Sumner County Middle Technical College High School at Portla,470402002433,Portland,,,,,,,,
Liberty Creek Elementary,470402010441,Gallatin,,,,,,,,
Liberty Creek Middle School,470402010442,Gallatin,200 Wolfpack Way,37066,Sumner County,"['6', '7', '8']",Public,510.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['Middle']
Liberty Creek High School,470402010443,Gallatin,100 Wolfpack Way,37066,Sumner County,"['10', '11', '12', '9']",Public,607.0,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,['High']
Brown Intermediate School,470405001686,Sweetwater,,,,,,,,
Sweetwater Elementary,470405001687,Sweetwater,,,,,,,,
Sweetwater Jr High School,470405001688,Sweetwater,,,,,,,,
Sweetwater Primary School,470405002034,Sweetwater,,,,,,,,
Crestview Middle School,470408000043,Covington,130 C E Moss PKWY,38019,Tipton County,"['6', '7', '8']",Public,564.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Middle']
Munford Middle School,470408000046,Munford,100 Education Ave,38058,Tipton County,"['6', '7', '8']",Public,914.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Middle']
Brighton High School,470408000505,Brighton,,,,,,,,
Brighton Middle School,470408001228,Brighton,7785 Hwy 51 South,38011,Tipton County,"['6', '7', '8']",Public,815.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Middle']
Brighton Elementary,470408001689,Brighton,1201 Old Highway 51 South,38011,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,693.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Covington High School,470408001692,Covington,803 South College,38019,Tipton County,"['10', '11', '12', '9']",Public,706.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['High']
Drummonds Elementary,470408001693,Drummonds,5068 Drummonds Rd,38023,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,704.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Munford Elementary,470408001699,Munford,1200 McLaughlin Dr,38058,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,797.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Munford High School,470408001700,Munford,1080 McLaughlin Dr,38058,Tipton County,"['10', '11', '12', '9']",Public,1195.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['High']
Crestview Elementary,470408001892,Covington,100 C E Moss PKWY,38019,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,772.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Charger Academy,470408002049,Covington,760 Bert Johnston Ave,38019,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,418.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Austin Peay Elementary School,470408002094,Covington,474 Academic Dr,38019,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,586.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Atoka Elementary School,470408002159,Atoka,870 Rosemark Rd,38004,Tipton County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,['Elementary']
Tipton County Alternative Learning Center,470408010410,Covington,800 Bert Johnston Ave,38019,Tipton County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,71.0,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,"['Elementary', 'Middle', 'High']"
Peabody High School,470410001703,Trenton,,,,,,,,
Trenton Middle School,470410001704,Trenton,2065 Hwy 45 Bypass,38382,Trenton,"['5', '6', '7', '8']",Public,399.0,https://drive.google.com/file/d/1qO45CVy7bgbUgXNazZqVOfAwZgCm1JHS/view,['Middle']
Trenton Elementary,470410001705,Trenton,,,,,,,,
Jim Satterfield Middle School,470417000508,Hartsville,,,,,,,,
Trousdale Co Elementary,470417001708,Hartsville,115 Lock Six Rd,37074,Trousdale County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,674.0,https://drive.google.com/file/d/10zXYMWozwAnQ1P0qGgi7eMHJlFU_ogPw/view?usp=sharing,['Elementary']
Trousdale Co High School,470417001709,Hartsville,262 Mc Murry Blvd West,37074,Trousdale County,"['10', '11', '12', '9']",Public,392.0,https://drive.google.com/file/d/10zXYMWozwAnQ1P0qGgi7eMHJlFU_ogPw/view?usp=sharing,['High']
Bel Aire Elementary,470420001710,Tullahoma,,,,,,,,
East Lincoln Elementary,470420001711,Tullahoma,,,,,,,,
East Middle School,470420001712,Tullahoma,908 Country Club Dr,37388,Tullahoma,"['6', '7', '8']",Public,376.0,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,['Middle']
Jack T Farrar Elementary,470420001713,Tullahoma,,,,,,,,
Robert E Lee Elementary,470420001714,Tullahoma,,,,,,,,
Tullahoma High School,470420001715,Tullahoma,927 North Jackson St,37388,Tullahoma,"['10', '11', '12', '9']",Public,1137.0,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,['High']
West Middle School,470420001716,Tullahoma,,,,,,,,
Tullahoma Virtual Academy,470420002647,Tullahoma,301 West Decherd St,37388,Tullahoma,"['10', '11', '12', '8', '9']",Public,43.0,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,['High']
Unicoi Co Middle School,470423000047,Erwin,,,,,,,,
Love Chapel Elementary,470423001719,Erwin,600 S. Mohawk Dr,37650,Unicoi County,"['1', '2', '3', '4', '5', 'KG']",Public,362.0,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,['Elementary']
Rock Creek Elementary,470423001721,Erwin,1121 E Erwin Rd,37650,Unicoi County,"['1', '2', '3', '4', '5', 'KG']",Public,197.0,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,['Elementary']
Temple Hill Elementary,470423001722,Erwin,797 Old Highway Rd,37650,Unicoi County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,83.0,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,['Elementary']
Unicoi Co High School,470423001723,Erwin,,,,,,,,
Unicoi Elementary,470423001724,Unicoi,404 Massachusetts Ave,37692,Unicoi County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,317.0,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,['Elementary']
Unicoi Community Learning Center,470423002180,Erwin,,,,,,,,
Union City Elementary School,470426001726,Union City,,,,,,,,
Union City High School,470426001729,Union City,,,,,,,,
Union City Middle School,470426001730,Union City,,,,,,,,
Union County High School,470429000870,Maynardville,,,,,,,,
Union County Alternative Center,470429001362,Maynardville,,,,,,,,
Big Ridge Elementary,470429001731,Maynardville,,,,,,,,
H Maynard Middle School,470429001732,Maynardville,,,,,,,,
Luttrell Elementary,470429001733,Luttrell,,,,,,,,
